hotel_ID,property_feature
The Residences at BCCT,Pub crawl
The Residences at BCCT,Swimming pool [indoor]
The Residences at BCCT,Swimming pool [outdoor]
The Residences at BCCT,Anti-viral cleaning products
The Residences at BCCT,Body thermometer
The Residences at BCCT,Cashless payment service
The Residences at BCCT,Daily disinfection in all rooms
The Residences at BCCT,Daily disinfection in common areas
The Residences at BCCT,Doctor/nurse on call
The Residences at BCCT,First aid kit
The Residences at BCCT,Free face masks
The Residences at BCCT,Guest rooms seal after sanitization
The Residences at BCCT,Hand sanitizer
The Residences at BCCT,Hot water linen and laundry washing
The Residences at BCCT,Physical distancing of at least 1 meter
The Residences at BCCT,Professional-grade sanitizing services
The Residences at BCCT,Protective screens in common areas
The Residences at BCCT,Room sanitization opt-out available
The Residences at BCCT,Rooms sanitized between stays
The Residences at BCCT,Safe dining setup
The Residences at BCCT,Sanitized kitchen and tableware items
The Residences at BCCT,Shared stationery removed
The Residences at BCCT,Staff trained in safety protocol
The Residences at BCCT,Temperature check for guests and staff
The Residences at BCCT,Bar
The Residences at BCCT,Breakfast [continental]
The Residences at BCCT,Restaurants
The Residences at BCCT,Room service
The Residences at BCCT,Air conditioning in public area
The Residences at BCCT,Cash withdrawal
The Residences at BCCT,Concierge
The Residences at BCCT,Convenience store
The Residences at BCCT,Daily housekeeping
The Residences at BCCT,Dry cleaning
The Residences at BCCT,Elevator
The Residences at BCCT,Food delivery
The Residences at BCCT,Grooming service
The Residences at BCCT,Heating in public area
The Residences at BCCT,Invoice provided
The Residences at BCCT,Ironing service
The Residences at BCCT,Laundry service
The Residences at BCCT,Meeting/banquet facilities
The Residences at BCCT,Salon
The Residences at BCCT,Smoke-free property
The Residences at BCCT,Smoking area
The Residences at BCCT,Terrace
The Residences at BCCT,Cat-friendly
The Residences at BCCT,CCTV in common areas
The Residences at BCCT,CCTV outside property
The Residences at BCCT,Check-in [24-hour]
The Residences at BCCT,Dog-friendly
The Residences at BCCT,Fire extinguisher
The Residences at BCCT,Front desk [24-hour]
The Residences at BCCT,Non-smoking rooms
The Residences at BCCT,Pets allowed
The Residences at BCCT,Safety/security feature
The Residences at BCCT,Security [24-hour]
The Residences at BCCT,Smoke alarms
The Residences at BCCT,Soundproof rooms
The Residences at BCCT,Car park [free of charge]
The Residences at BCCT,Rental car
The Residences at BCCT,Air conditioning
The Residences at BCCT,Electric kettle
The Residences at BCCT,Free bottled water
The Residences at BCCT,Microwave
The Residences at BCCT,Refrigerator
Grand Hyatt Manila,Wheelchair accessible
Grand Hyatt Manila,Free Wi-Fi in all rooms!
Grand Hyatt Manila,Internet services
Grand Hyatt Manila,Wi-Fi in public areas
Grand Hyatt Manila,Fitness center
Grand Hyatt Manila,Hot tub
Grand Hyatt Manila,Massage
Grand Hyatt Manila,On-site entertainment
Grand Hyatt Manila,Sauna
Grand Hyatt Manila,Steamroom
Grand Hyatt Manila,Swimming pool [outdoor]
Grand Hyatt Manila,Anti-viral cleaning products
Grand Hyatt Manila,Breakfast in room
Grand Hyatt Manila,Breakfast takeaway service
Grand Hyatt Manila,Cashless payment service
Grand Hyatt Manila,First aid kit
Grand Hyatt Manila,Free face masks
Grand Hyatt Manila,Guest rooms seal after sanitization
Grand Hyatt Manila,Hot water linen and laundry washing
Grand Hyatt Manila,Individually-wrapped food options
Grand Hyatt Manila,Physical distancing of at least 1 meter
Grand Hyatt Manila,Room sanitization opt-out available
Grand Hyatt Manila,Rooms sanitized between stays
Grand Hyatt Manila,Safe dining setup
Grand Hyatt Manila,Sanitized kitchen and tableware items
Grand Hyatt Manila,Staff trained in safety protocol
Grand Hyatt Manila,Temperature check for guests and staff
Grand Hyatt Manila,Alternative meal arrangement
Grand Hyatt Manila,Bar
Grand Hyatt Manila,Coffee shop
Grand Hyatt Manila,Happy hour
Grand Hyatt Manila,Restaurants
Grand Hyatt Manila,Room service
Grand Hyatt Manila,Air conditioning in public area
Grand Hyatt Manila,Concierge
Grand Hyatt Manila,Daily housekeeping
Grand Hyatt Manila,Dry cleaning
Grand Hyatt Manila,Elevator
Grand Hyatt Manila,Facilities for disabled guests
Grand Hyatt Manila,Food delivery
Grand Hyatt Manila,Grooming service
Grand Hyatt Manila,Ironing service
Grand Hyatt Manila,Laundry service
Grand Hyatt Manila,Luggage storage
Grand Hyatt Manila,Meeting/banquet facilities
Grand Hyatt Manila,Safety deposit boxes
Grand Hyatt Manila,Smoke-free property
Grand Hyatt Manila,Smoking area
Grand Hyatt Manila,Xerox/fax in business center
Grand Hyatt Manila,Family room
Grand Hyatt Manila,Kids meal
Grand Hyatt Manila,Swimming pool [kids]
Grand Hyatt Manila,CCTV in common areas
Grand Hyatt Manila,CCTV outside property
Grand Hyatt Manila,Check-in/out [express]
Grand Hyatt Manila,Fire extinguisher
Grand Hyatt Manila,Front desk [24-hour]
Grand Hyatt Manila,Non-smoking rooms
Grand Hyatt Manila,Pets allowed
Grand Hyatt Manila,Safety/security feature
Grand Hyatt Manila,Security [24-hour]
Grand Hyatt Manila,Smoke alarms
Grand Hyatt Manila,Airport transfer
Grand Hyatt Manila,Car park [on-site]
Grand Hyatt Manila,Valet parking
Grand Hyatt Manila,Air conditioning
Grand Hyatt Manila,Alarm clock
Grand Hyatt Manila,Bathroom phone
Grand Hyatt Manila,Blackout curtains
Grand Hyatt Manila,Closet
Grand Hyatt Manila,Coffee/tea maker
Grand Hyatt Manila,Daily housekeeping
Grand Hyatt Manila,Desk
Grand Hyatt Manila,DVD/CD player
Grand Hyatt Manila,Free bottled water
Grand Hyatt Manila,Hair dryer
Grand Hyatt Manila,In-room safe box
Grand Hyatt Manila,Ironing facilities
Grand Hyatt Manila,Laptop safe box
Grand Hyatt Manila,Mini bar
Grand Hyatt Manila,Mirror
Grand Hyatt Manila,On-demand movies
Grand Hyatt Manila,Private bathroom
Grand Hyatt Manila,Refrigerator
Grand Hyatt Manila,Satellite/cable channels
Grand Hyatt Manila,Seating area
Grand Hyatt Manila,Shower
Grand Hyatt Manila,Slippers
Grand Hyatt Manila,Telephone
Grand Hyatt Manila,Toiletries
Grand Hyatt Manila,Wake-up service
Grand Hyatt Manila,Wi-Fi [free]
Grand Hyatt Manila,"Cuisine: American, Asian, International"
Grand Hyatt Manila,"Menu: Buffet, A-la-carte"
Grand Hyatt Manila,"Cuisine: Chinese, Cantonese"
Grand Hyatt Manila,Menu: Buffet
Grand Hyatt Manila,"Cuisine: American, Grill/BBQ"
Grand Hyatt Manila,Menu: Buffet
Grand Hyatt Manila,Cuisine: International
Grand Hyatt Manila,Menu: Buffet
Grand Hyatt Manila,"Cuisine: American, Grill/BBQ"
Grand Hyatt Manila,Menu: Buffet
OYO 563 Mytown New York,Free Wi-Fi in all rooms!
OYO 563 Mytown New York,Internet
OYO 563 Mytown New York,Wi-Fi in public areas
OYO 563 Mytown New York,Fitness center
OYO 563 Mytown New York,Swimming pool [indoor]
OYO 563 Mytown New York,Swimming pool [outdoor]
OYO 563 Mytown New York,Anti-viral cleaning products
OYO 563 Mytown New York,Body thermometer
OYO 563 Mytown New York,Breakfast takeaway service
OYO 563 Mytown New York,Cashless payment service
OYO 563 Mytown New York,Daily disinfection in all rooms
OYO 563 Mytown New York,Daily disinfection in common areas
OYO 563 Mytown New York,Face coverings on staff
OYO 563 Mytown New York,First aid kit
OYO 563 Mytown New York,Guest rooms seal after sanitization
OYO 563 Mytown New York,Hand sanitizer
OYO 563 Mytown New York,Hot water linen and laundry washing
OYO 563 Mytown New York,Individually-wrapped food options
OYO 563 Mytown New York,Physical distancing of at least 1 meter
OYO 563 Mytown New York,Protective screens in common areas
OYO 563 Mytown New York,Room sanitization opt-out available
OYO 563 Mytown New York,Rooms sanitized between stays
OYO 563 Mytown New York,Safe dining setup
OYO 563 Mytown New York,Sanitized kitchen and tableware items
OYO 563 Mytown New York,Shared stationery removed
OYO 563 Mytown New York,Staff trained in safety protocol
OYO 563 Mytown New York,Temperature check for guests and staff
OYO 563 Mytown New York,Restaurants
OYO 563 Mytown New York,Air conditioning in public area
OYO 563 Mytown New York,Contactless check-in/out
OYO 563 Mytown New York,Daily housekeeping
OYO 563 Mytown New York,Elevator
OYO 563 Mytown New York,Food delivery
OYO 563 Mytown New York,Luggage storage
OYO 563 Mytown New York,Meeting/banquet facilities
OYO 563 Mytown New York,Smoke-free property
OYO 563 Mytown New York,Smoking area
OYO 563 Mytown New York,Family room
OYO 563 Mytown New York,CCTV in common areas
OYO 563 Mytown New York,CCTV outside property
OYO 563 Mytown New York,Fire extinguisher
OYO 563 Mytown New York,Front desk [24-hour]
OYO 563 Mytown New York,Non-smoking rooms
OYO 563 Mytown New York,Pets allowed
OYO 563 Mytown New York,Air conditioning
OYO 563 Mytown New York,Clothes rack
OYO 563 Mytown New York,Fire extinguisher
OYO 563 Mytown New York,Free bottled water
OYO 563 Mytown New York,Internet access – wireless
OYO 563 Mytown New York,Linens
OYO 563 Mytown New York,Non-smoking
OYO 563 Mytown New York,Private bathroom
OYO 563 Mytown New York,Shower
OYO 563 Mytown New York,Towels
OYO 563 Mytown New York,Trash cans
OYO 563 Mytown New York,TV [flat screen]
OYO 563 Mytown New York,Wi-Fi [free]
RedDoorz Plus @ d'Builders Poblacion - BGC,Free Wi-Fi in all rooms!
RedDoorz Plus @ d'Builders Poblacion - BGC,Internet
RedDoorz Plus @ d'Builders Poblacion - BGC,Internet services
RedDoorz Plus @ d'Builders Poblacion - BGC,Wi-Fi in public areas
RedDoorz Plus @ d'Builders Poblacion - BGC,Bottle of water
RedDoorz Plus @ d'Builders Poblacion - BGC,Air conditioning in public area
RedDoorz Plus @ d'Builders Poblacion - BGC,Contactless check-in/out
RedDoorz Plus @ d'Builders Poblacion - BGC,Daily housekeeping
RedDoorz Plus @ d'Builders Poblacion - BGC,Elevator
RedDoorz Plus @ d'Builders Poblacion - BGC,Invoice provided
RedDoorz Plus @ d'Builders Poblacion - BGC,Smoking area
RedDoorz Plus @ d'Builders Poblacion - BGC,Anti-viral cleaning products
RedDoorz Plus @ d'Builders Poblacion - BGC,Body thermometer
RedDoorz Plus @ d'Builders Poblacion - BGC,Daily disinfection in all rooms
RedDoorz Plus @ d'Builders Poblacion - BGC,Daily disinfection in common areas
RedDoorz Plus @ d'Builders Poblacion - BGC,Face coverings on staff
RedDoorz Plus @ d'Builders Poblacion - BGC,First aid kit
RedDoorz Plus @ d'Builders Poblacion - BGC,Hand sanitizer
RedDoorz Plus @ d'Builders Poblacion - BGC,Hot water linen and laundry washing
RedDoorz Plus @ d'Builders Poblacion - BGC,Hygiene certification
RedDoorz Plus @ d'Builders Poblacion - BGC,Physical distancing of at least 1 meter
RedDoorz Plus @ d'Builders Poblacion - BGC,Professional-grade sanitizing services
RedDoorz Plus @ d'Builders Poblacion - BGC,Protective screens in common areas
RedDoorz Plus @ d'Builders Poblacion - BGC,Rooms sanitized between stays
RedDoorz Plus @ d'Builders Poblacion - BGC,Safe dining setup
RedDoorz Plus @ d'Builders Poblacion - BGC,Shared stationery removed
RedDoorz Plus @ d'Builders Poblacion - BGC,Staff trained in safety protocol
RedDoorz Plus @ d'Builders Poblacion - BGC,Sterilizing equipment
RedDoorz Plus @ d'Builders Poblacion - BGC,Temperature check for guests and staff
RedDoorz Plus @ d'Builders Poblacion - BGC,Family room
RedDoorz Plus @ d'Builders Poblacion - BGC,Adult-only property
RedDoorz Plus @ d'Builders Poblacion - BGC,CCTV in common areas
RedDoorz Plus @ d'Builders Poblacion - BGC,Fire extinguisher
RedDoorz Plus @ d'Builders Poblacion - BGC,Front desk [24-hour]
RedDoorz Plus @ d'Builders Poblacion - BGC,Non-smoking rooms
RedDoorz Plus @ d'Builders Poblacion - BGC,Pets allowed
RedDoorz Plus @ d'Builders Poblacion - BGC,Safety/security feature
RedDoorz Plus @ d'Builders Poblacion - BGC,Security [24-hour]
RedDoorz Plus @ d'Builders Poblacion - BGC,Smoke alarms
RedDoorz Plus @ d'Builders Poblacion - BGC,Air conditioning
RedDoorz Plus @ d'Builders Poblacion - BGC,Free bottled water
RedDoorz Plus @ d'Builders Poblacion - BGC,Individual air conditioning
RedDoorz Plus @ d'Builders Poblacion - BGC,Internet access – wireless
RedDoorz Plus @ d'Builders Poblacion - BGC,Linens
RedDoorz Plus @ d'Builders Poblacion - BGC,Non-smoking
RedDoorz Plus @ d'Builders Poblacion - BGC,Private bathroom
RedDoorz Plus @ d'Builders Poblacion - BGC,Safety/security feature
RedDoorz Plus @ d'Builders Poblacion - BGC,Shower
RedDoorz Plus @ d'Builders Poblacion - BGC,Smoke detector
RedDoorz Plus @ d'Builders Poblacion - BGC,Toiletries
RedDoorz Plus @ d'Builders Poblacion - BGC,Towels
RedDoorz Plus @ d'Builders Poblacion - BGC,Trash cans
RedDoorz Plus @ d'Builders Poblacion - BGC,TV
RedDoorz Plus @ d'Builders Poblacion - BGC,Window
airobedz McKinley,Free Wi-Fi in all rooms!
airobedz McKinley,Internet services
airobedz McKinley,Wi-Fi in public areas
airobedz McKinley,Air conditioning in public area
airobedz McKinley,Elevator
airobedz McKinley,Smoke-free property
airobedz McKinley,Smoking area
airobedz McKinley,Body thermometer
airobedz McKinley,Doctor/nurse on call
airobedz McKinley,First aid kit
airobedz McKinley,Free face masks
airobedz McKinley,Hand sanitizer
airobedz McKinley,Shared stationery removed
airobedz McKinley,Staff trained in safety protocol
airobedz McKinley,Temperature check for guests and staff
airobedz McKinley,CCTV in common areas
airobedz McKinley,CCTV outside property
airobedz McKinley,Front desk [24-hour]
airobedz McKinley,Non-smoking rooms
airobedz McKinley,Pets allowed
airobedz McKinley,Safety/security feature
airobedz McKinley,Security [24-hour]
airobedz McKinley,Smoke alarms
airobedz McKinley,Car park [on-site]
airobedz McKinley,Air conditioning
airobedz McKinley,Electric kettle
airobedz McKinley,Free bottled water
airobedz McKinley,Linens
airobedz McKinley,Mirror
airobedz McKinley,Non-smoking
airobedz McKinley,Private bathroom
airobedz McKinley,Safety/security feature
airobedz McKinley,Shower
airobedz McKinley,Smoke detector
airobedz McKinley,Toiletries
airobedz McKinley,Towels
airobedz McKinley,TV [flat screen]
Ascott Bonifacio Global City Manila,Wheelchair accessible
Ascott Bonifacio Global City Manila,Free Wi-Fi in all rooms!
Ascott Bonifacio Global City Manila,Internet
Ascott Bonifacio Global City Manila,Internet services
Ascott Bonifacio Global City Manila,Wi-Fi in public areas
Ascott Bonifacio Global City Manila,Fitness center
Ascott Bonifacio Global City Manila,Massage
Ascott Bonifacio Global City Manila,Spa
Ascott Bonifacio Global City Manila,Spa/sauna
Ascott Bonifacio Global City Manila,Swimming pool [outdoor]
Ascott Bonifacio Global City Manila,Anti-viral cleaning products
Ascott Bonifacio Global City Manila,Body thermometer
Ascott Bonifacio Global City Manila,Breakfast takeaway service
Ascott Bonifacio Global City Manila,Cashless payment service
Ascott Bonifacio Global City Manila,Daily disinfection in all rooms
Ascott Bonifacio Global City Manila,Daily disinfection in common areas
Ascott Bonifacio Global City Manila,Doctor/nurse on call
Ascott Bonifacio Global City Manila,Face coverings on staff
Ascott Bonifacio Global City Manila,First aid kit
Ascott Bonifacio Global City Manila,Free face masks
Ascott Bonifacio Global City Manila,Guest rooms seal after sanitization
Ascott Bonifacio Global City Manila,Hand sanitizer
Ascott Bonifacio Global City Manila,Hotel room service app
Ascott Bonifacio Global City Manila,Hot water linen and laundry washing
Ascott Bonifacio Global City Manila,Hygiene certification
Ascott Bonifacio Global City Manila,Individually-wrapped food options
Ascott Bonifacio Global City Manila,Physical distancing of at least 1 meter
Ascott Bonifacio Global City Manila,Professional-grade sanitizing services
Ascott Bonifacio Global City Manila,Protective screens in common areas
Ascott Bonifacio Global City Manila,Room sanitization opt-out available
Ascott Bonifacio Global City Manila,Rooms sanitized between stays
Ascott Bonifacio Global City Manila,Safe dining setup
Ascott Bonifacio Global City Manila,Sanitized kitchen and tableware items
Ascott Bonifacio Global City Manila,Shared stationery removed
Ascott Bonifacio Global City Manila,Staff trained in safety protocol
Ascott Bonifacio Global City Manila,Sterilizing equipment
Ascott Bonifacio Global City Manila,Temperature check for guests and staff
Ascott Bonifacio Global City Manila,Bar
Ascott Bonifacio Global City Manila,Breakfast [buffet]
Ascott Bonifacio Global City Manila,Breakfast [continental]
Ascott Bonifacio Global City Manila,Coffee shop
Ascott Bonifacio Global City Manila,Restaurants
Ascott Bonifacio Global City Manila,Room service
Ascott Bonifacio Global City Manila,Air conditioning in public area
Ascott Bonifacio Global City Manila,Contactless check-in/out
Ascott Bonifacio Global City Manila,Doorman
Ascott Bonifacio Global City Manila,Dry cleaning
Ascott Bonifacio Global City Manila,Elevator
Ascott Bonifacio Global City Manila,Facilities for disabled guests
Ascott Bonifacio Global City Manila,Food delivery
Ascott Bonifacio Global City Manila,Invoice provided
Ascott Bonifacio Global City Manila,Laundry service
Ascott Bonifacio Global City Manila,Luggage storage
Ascott Bonifacio Global City Manila,Smoke-free property
Ascott Bonifacio Global City Manila,Smoking area
Ascott Bonifacio Global City Manila,Babysitting service
